Date,State,City(Country),Address,killed,injured
"December 31, 2017",Illinois,Urbana,1365 N Lincoln Ave,0,1
"December 31, 2017",Georgia,Atlanta,Glenwood Ave,0,1
"December 31, 2017",Washington,Marysville,5115 84th St NE,0,0
"December 31, 2017",Michigan,Ypsilanti,Cliffs Dr,1,0
"December 31, 2017",Texas,Lubbock,6002 Slide Rd,0,0
"December 31, 2017",Virginia,Chesapeake,600 block of Happy Acres,0,1
"December 31, 2017",Arkansas,Fayetteville,3215 N Northhills Blvd,0,0
"December 31, 2017",Oklahoma,Oklahoma City,1111 S Eastern Ave,0,1
"December 31, 2017",Florida,Orlando,I-4 and Kirkman Rd,0,3
"December 31, 2017",Minnesota,Stillwater (Oak Park Heights),14800 block of 57th St N,0,0
"December 31, 2017",Texas,San Antonio,1600 block of Mardell St,1,0
"December 31, 2017",Arkansas,North Little Rock,5612 John F Kennedy Blvd,0,0
"December 31, 2017",North Carolina,Engelhard,N Lake Rd,0,0
"December 31, 2017",Colorado,Denver,214 S Federal Blvd,1,0
"December 31, 2017",Missouri,Florissant,11300 block of Bristol Rock Rd,1,0
"December 31, 2017",New York,Brooklyn,E 15th St and Ave S,0,1
"December 31, 2017",California,Northridge,8644 Balboa Blvd,1,0
"December 31, 2017",South Carolina,Florence,500 S Ballard St,1,0
"December 31, 2017",Missouri,Columbia,1612 N Providence Rd,0,0
"December 31, 2017",Georgia,Mableton,Felton Ln,0,0
"December 31, 2017",California,Bakersfield,1101 E Belle Ter,0,0
"December 31, 2017",Texas,Kilgore,1910 Meadowgreen Dr,1,0
"December 31, 2017",Tennessee,Nashville,I 65 and Trinity Lane,1,1
"December 31, 2017",Alabama,Huntsville,1409 Lancewood Dr NW,0,1
"December 31, 2017",North Carolina,Elizabethtown,968 Jacobs Loop Rd,0,1
"December 31, 2017",Illinois,Urbana,1365 N Lincoln Ave,0,1
"December 31, 2017",Georgia,Atlanta,Glenwood Ave,0,1
"December 31, 2017",Washington,Marysville,5115 84th St NE,0,0
"December 31, 2017",Michigan,Ypsilanti,Cliffs Dr,1,0
"December 31, 2017",Texas,Lubbock,6002 Slide Rd,0,0
"December 31, 2017",Virginia,Chesapeake,600 block of Happy Acres,0,1
"December 31, 2017",Arkansas,Fayetteville,3215 N Northhills Blvd,0,0
"December 31, 2017",Oklahoma,Oklahoma City,1111 S Eastern Ave,0,1
"December 31, 2017",Florida,Orlando,I-4 and Kirkman Rd,0,3
"December 31, 2017",Minnesota,Stillwater (Oak Park Heights),14800 block of 57th St N,0,0
"December 31, 2017",Texas,San Antonio,1600 block of Mardell St,1,0
"December 31, 2017",Arkansas,North Little Rock,5612 John F Kennedy Blvd,0,0
"December 31, 2017",North Carolina,Engelhard,N Lake Rd,0,0
"December 31, 2017",Colorado,Denver,214 S Federal Blvd,1,0
"December 31, 2017",Missouri,Florissant,11300 block of Bristol Rock Rd,1,0
"December 31, 2017",New York,Brooklyn,E 15th St and Ave S,0,1
"December 31, 2017",California,Northridge,8644 Balboa Blvd,1,0
"December 31, 2017",South Carolina,Florence,500 S Ballard St,1,0
"December 31, 2017",Missouri,Columbia,1612 N Providence Rd,0,0
"December 31, 2017",Georgia,Mableton,Felton Ln,0,0
"December 31, 2017",California,Bakersfield,1101 E Belle Ter,0,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
"December 31, 2018",Texas,Houston,Kashmere St and Collingsworth St,0,0
"December 31, 2018",Massachusetts,Boston,Harrison Ave and Oxford Pl,0,0
"December 31, 2018",Indiana,Evansville,West Columbia St,0,0
"December 31, 2018",New York,New York (Manhattan),110 Bedford St,1,0
"December 31, 2018",North Carolina,Rocky Mount,600 block of Woodland Ave,0,1
"December 31, 2018",California,Wilmington,325 N. Neptune Ave,0,1
"December 31, 2018",Ohio,Cleveland,4462 Denison Ave,3,2
"December 31, 2018",Missouri,Kansas City,4000 block of Troost Ave,0,2
"December 31, 2018",Nebraska,Omaha,N/A,0,0
"December 31, 2018",Nebraska,Omaha,2500 block of Emmet St,0,0
"December 31, 2018",Florida,Fort Myers,3647 Minnesota Dr,0,0
"December 31, 2018",Nebraska,Omaha,2514 Bristol St,0,0
"December 31, 2018",Texas,Dallas,2728 N. Buckner Blvd,1,0
"December 31, 2018",New Hampshire,Portsmouth,697 Islington St,0,0
"December 31, 2018",South Carolina,North Charleston,7300 block of Stall Rd,1,0
"December 31, 2018",Mississippi,Vicksburg,2828 Ken Karl Ave,0,1
"December 31, 2018",Massachusetts,Fitchburg,81 Summit St,0,0
"December 31, 2018",West Virginia,Worthington,Michael Hill Rd,0,0
"December 31, 2018",Oklahoma,Oklahoma City,N Rockwell Ave and W Wilshire Blvd,0,1
"December 31, 2018",Nevada,Las Vegas,N E St and Jefferson Ave,0,1
"December 31, 2018",Vermont,Burlington,N Champlain St and Manhattan Dr,0,0
"December 31, 2018",Missouri,Saint Louis (Overland),N/A,0,0
"December 31, 2018",Arizona,Phoenix,1300 block of N 43rd Ave,0,1
"December 31, 2018",North Carolina,Durham,Hill St,0,1
"December 31, 2018",Massachusetts,Worcester,Dorchester St and Cutler St,0,0
